lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
92,1,80.3,3,7,4,2,1,0,0,1
37,1,108.11,5,21,4,1,0,0,3,1
13,0,130.33,4,5,4,5,1,0,3,1
39,0,150.3,3,31,4,3,0,0,3,1
21,0,94.0,10,26,3,3,1,0,0,1
11,1,65.29,11,13,4,4,2,0,0,1
181,0,71.1,11,18,4,2,0,3,0,0
98,0,80.75,9,16,3,2,1,0,0,1
41,0,106.8,3,24,4,3,0,3,0,1
196,0,85.5,8,6,4,1,1,3,0,0
11,0,145.0,7,5,4,6,2,0,0,0
143,1,118.65,6,26,4,0,2,0,0,0
157,2,102.86,10,22,4,5,2,0,0,0
4,0,95.0,10,19,2,1,1,0,0,1
196,0,121.98,9,3,4,6,2,0,3,0
0,1,0.0,9,17,1,1,0,0,0,1
45,2,157.68,6,27,4,3,1,1,3,1
122,0,75.0,6,9,3,3,1,0,0,1
31,2,96.75,4,17,4,2,2,0,0,1
40,0,65.0,3,13,2,1,2,0,0,1
31,1,110.7,6,8,4,2,0,0,0,0
34,0,138.7,11,7,4,2,1,0,0,1
5,1,68.53,5,16,4,0,1,3,0,1
22,2,105.0,9,4,4,2,1,0,0,1
48,1,133.74,8,26,4,3,2,0,3,0
43,1,85.5,10,20,3,1,0,0,0,1
156,0,116.1,9,25,4,1,2,3,0,0
204,0,137.0,10,18,4,2,2,0,3,0
0,0,103.0,3,15,4,1,0,0,0,1
207,2,76.5,8,21,4,3,2,0,0,1
7,1,117.04,10,3,4,2,1,0,0,1
0,0,95.0,6,22,0,1,0,0,0,1
11,2,98.0,1,17,4,0,2,0,0,1
33,0,63.58,3,16,3,4,1,0,0,1
160,0,114.5,8,22,4,2,1,0,0,0
58,1,66.53,10,30,4,2,0,3,0,1
164,0,105.3,7,29,4,1,0,0,0,0
52,0,94.5,7,18,4,2,1,3,0,0
49,0,112.2,4,10,4,2,2,0,3,0
12,1,101.68,6,30,4,1,0,3,0,1
134,0,94.5,5,17,4,3,0,3,0,0
128,2,146.7,7,8,4,2,0,0,0,1
80,0,93.6,11,25,4,2,0,0,0,0
30,0,85.5,6,2,3,2,0,0,0,1
254,1,92.28,10,12,4,4,0,0,0,0
6,1,95.0,1,26,4,1,0,0,0,1
37,1,105.4,6,19,3,3,2,0,0,1
69,0,81.09,9,6,3,2,2,0,0,1
125,1,84.58,7,18,3,5,2,1,0,1
22,3,122.5,9,4,4,4,2,0,0,1
10,1,155.0,9,3,4,1,0,0,5,1
57,2,94.5,10,10,4,1,2,0,0,1
90,1,96.3,4,25,4,1,1,0,0,1
1,0,65.0,11,5,2,1,0,0,0,1
23,1,93.94,9,5,4,0,1,0,0,1
55,0,72.25,10,23,3,3,2,3,0,1
5,1,120.6,2,28,4,3,2,0,3,1
37,0,88.0,12,14,4,2,0,3,0,0
27,1,99.0,4,12,4,2,0,3,0,0
1,2,0.0,3,22,1,1,0,0,0,1
144,0,97.75,7,6,4,4,0,3,0,0
81,2,135.15,5,9,4,4,1,0,0,0
50,0,150.3,6,29,4,3,0,0,3,0
44,1,104.48,10,3,4,3,1,0,3,1
22,0,190.58,4,16,4,2,2,0,6,0
4,1,137.0,5,11,4,1,0,0,0,1
26,0,161.6,6,17,4,4,2,0,3,0
115,0,58.0,3,26,3,1,2,0,0,1
83,0,80.75,3,28,3,4,1,0,0,1
84,0,82.45,3,29,4,5,2,0,0,1
54,0,112.2,4,10,4,3,2,0,3,0
91,0,109.98,10,24,4,4,1,0,3,1
49,1,98.82,12,1,4,2,0,0,0,1
8,2,151.33,9,30,4,3,0,0,0,1
0,0,210.0,7,13,4,1,0,1,0,0
0,0,85.03,9,11,4,0,1,3,0,1
70,1,158.4,9,16,4,2,1,0,3,1
60,0,94.5,4,17,4,0,1,3,0,1
7,0,89.89,12,2,4,2,2,0,0,1
49,0,159.3,7,20,4,2,0,0,3,0
57,2,0.0,4,1,4,0,0,0,3,1
21,0,72.38,11,22,4,2,0,3,0,0
10,0,215.0,5,13,4,3,2,0,5,0
82,0,43.33,3,26,3,1,2,0,0,1
128,2,162.0,9,24,4,3,2,0,3,1
32,0,85.5,4,17,4,1,2,0,0,0
100,0,53.24,3,16,4,4,0,0,0,1
210,2,90.0,8,16,4,2,0,3,0,0
49,0,89.91,9,6,4,3,0,3,0,0
0,1,115.0,8,10,4,0,1,0,0,1
138,1,121.5,7,14,4,2,0,0,0,1
86,1,192.86,10,20,4,3,0,0,6,1
45,0,71.1,3,11,4,2,0,3,0,0
67,0,168.9,12,27,4,3,0,0,5,0
5,1,250.0,5,27,4,1,0,0,5,1
54,1,191.2,10,28,4,2,2,0,6,1
40,0,65.0,10,5,3,1,1,0,0,1
0,2,129.0,6,18,4,1,0,3,0,1
89,2,95.0,9,20,3,5,2,0,0,1
10,1,90.0,8,29,4,1,2,0,0,1
68,2,137.7,7,23,4,2,2,0,3,1
31,1,135.9,7,9,4,1,1,0,0,1
30,1,110.88,10,28,4,1,0,0,3,1
32,0,137.52,9,13,4,5,2,0,4,0
25,0,130.0,10,27,4,3,1,0,0,0
87,0,109.65,4,30,4,3,2,3,0,0
10,0,93.0,2,25,4,3,0,0,0,0
21,2,170.0,9,23,4,2,0,0,0,1
141,0,82.45,7,5,3,5,2,0,3,1
4,1,231.0,7,15,4,1,0,0,5,1
61,0,80.75,9,15,4,1,0,0,0,1
116,0,87.0,2,28,3,1,2,0,0,1
72,0,75.0,11,24,3,3,0,0,0,1
137,0,94.5,4,17,4,0,1,3,0,1
15,1,142.64,11,8,4,1,0,0,0,1
292,0,86.7,12,13,4,4,0,0,3,0
24,0,85.0,10,16,3,3,2,0,0,1
57,0,78.3,3,11,4,2,1,0,0,0
12,0,108.67,11,25,4,2,1,0,0,0
130,1,118.8,10,8,4,1,1,0,0,0
41,2,88.4,12,7,4,4,0,0,0,1
45,0,128.4,6,8,4,3,0,0,3,1
22,0,126.0,7,20,3,1,0,0,0,1
158,0,94.5,8,25,4,3,0,3,0,0
85,0,99.3,4,7,4,3,0,0,3,0
275,2,82.45,12,28,4,4,0,0,0,1
13,0,95.0,4,19,0,3,0,0,0,1
1,0,209.5,9,15,4,2,0,0,3,0
22,0,133.5,12,1,4,3,2,0,0,1
128,0,135.0,10,11,4,5,0,0,3,0
35,0,98.1,5,22,4,1,2,3,0,0
113,0,85.85,4,24,4,2,2,0,1,1
10,1,52.36,12,20,4,2,2,3,0,1
14,0,84.67,12,22,4,3,0,3,0,1
15,0,81.0,2,19,2,1,0,0,0,1
106,0,95.2,4,27,4,4,0,0,0,1
4,0,81.0,2,5,4,2,0,3,0,1
29,3,143.03,10,3,4,2,1,0,0,1
2,1,105.0,3,9,4,4,0,0,0,1
9,1,97.02,6,1,4,1,0,0,0,1
0,0,109.0,6,7,4,1,0,3,0,1
170,1,85.0,7,19,4,4,0,3,0,1
3,1,102.0,1,2,4,3,2,0,0,1
21,0,135.0,3,31,4,4,2,0,0,0
259,3,80.26,12,28,4,5,2,0,0,1
0,1,89.0,3,4,4,1,0,3,0,1
30,0,88.0,11,26,4,1,2,3,0,0
41,0,135.9,8,20,4,5,2,0,0,0
3,3,0.0,6,20,1,0,1,0,3,1
10,1,120.0,10,5,4,1,1,0,0,1
41,0,114.04,3,28,4,4,1,0,3,1
2,1,109.0,2,8,4,0,1,0,0,1
1,1,81.0,2,9,4,1,0,3,0,0
59,0,147.9,12,16,4,3,2,0,5,0
9,1,129.0,6,17,4,2,1,3,0,0
125,1,210.6,9,2,4,2,2,0,5,0
186,0,121.5,8,3,4,2,0,0,0,0
2,1,91.0,6,14,4,1,0,0,0,1
1,4,177.0,6,15,4,3,0,0,3,1
88,1,187.85,5,16,4,4,1,0,5,0
83,0,132.3,10,6,4,3,1,0,3,0
50,2,123.3,3,30,4,2,0,0,3,1
108,1,79.2,12,10,4,1,2,3,0,0
103,1,83.66,3,21,4,5,2,0,0,0
161,3,94.0,11,28,4,4,1,0,0,1
130,1,105.3,5,5,4,3,0,0,0,0
83,1,84.58,4,5,4,4,0,0,0,1
80,1,79.2,11,20,4,1,2,3,0,0
23,1,78.3,1,28,4,3,1,0,0,1
60,0,140.4,5,27,4,2,1,0,3,0
0,1,145.0,8,4,4,1,0,0,3,1
145,0,128.34,8,29,4,4,1,0,0,1
2,1,0.0,12,13,1,0,1,0,0,1
162,2,85.17,9,4,3,2,1,1,0,1
175,2,90.9,10,30,4,4,2,0,0,0
80,2,86.4,12,7,4,3,0,0,0,1
26,0,65.0,8,8,2,0,1,0,0,1
152,0,108.12,6,19,4,3,2,0,0,0
100,2,98.83,7,6,4,4,1,3,0,1
43,0,85.5,8,31,3,4,0,0,0,1
59,0,80.75,10,9,3,1,2,0,0,1
110,2,101.58,5,2,4,3,1,0,0,1
1,1,108.0,2,27,4,1,2,0,3,1
8,1,89.0,4,5,4,1,0,3,0,1
40,0,65.0,10,31,3,1,2,0,3,1
56,1,82.44,12,7,4,3,0,0,1,1
65,2,118.8,10,17,4,3,1,0,0,1
77,0,116.1,6,1,4,3,0,3,0,0
188,0,168.3,7,7,4,2,0,0,5,0
63,0,80.75,4,26,3,4,0,0,0,1
0,0,85.0,10,30,3,1,0,0,0,1
22,1,194.0,5,21,4,2,2,1,3,1
36,1,112.59,9,9,4,1,0,3,0,1
156,0,111.6,8,29,4,5,1,0,0,0
128,2,116.32,7,11,4,2,1,0,0,1
2,2,89.0,4,5,4,1,0,3,0,1
95,0,76.5,4,3,4,1,2,3,0,1
10,2,195.0,9,30,4,1,0,0,3,1
25,1,187.0,8,15,4,2,1,0,3,0
91,2,195.0,7,18,4,2,1,1,3,1
178,2,127.5,8,10,4,3,0,0,0,0
28,1,125.4,9,7,4,3,1,0,0,1
86,0,93.6,11,13,4,0,1,0,0,0
42,0,175.28,4,25,4,3,1,0,5,0
39,0,201.08,12,29,4,3,1,0,3,1
16,0,154.33,4,30,4,4,2,0,3,0
91,0,70.14,10,2,4,2,2,0,0,1
76,1,98.25,10,13,4,2,0,0,0,1
57,1,85.5,4,26,3,4,0,0,0,1
125,1,72.25,12,11,4,2,0,0,0,0
57,0,228.6,4,24,4,1,2,1,5,0
198,0,86.75,7,17,4,0,1,0,1,0
81,0,59.84,12,2,4,2,0,3,0,1
0,0,138.0,12,11,4,0,1,0,3,1
63,0,137.7,7,17,4,0,1,0,3,1
195,1,99.45,7,25,4,5,2,0,3,1
7,0,79.0,3,15,2,1,0,0,0,1
0,2,0.0,11,14,4,0,0,0,0,1
1,0,111.0,4,18,4,0,1,0,0,1
6,1,79.5,3,2,2,2,0,0,0,1
7,0,0.0,11,10,1,2,0,0,0,1
27,0,87.0,3,6,3,3,2,0,0,1
11,0,67.0,8,18,2,2,0,0,0,0
18,0,74.0,12,18,2,1,0,0,0,1
23,2,101.0,10,8,4,2,0,0,0,1
16,1,120.0,12,29,4,3,0,3,0,1
51,0,67.5,7,8,3,4,1,0,0,1
0,0,88.0,12,5,4,0,1,3,0,1
96,2,159.3,6,13,4,1,1,0,3,1
70,1,114.0,11,21,4,1,1,0,3,0
122,0,105.9,8,21,3,5,3,0,0,1
219,0,106.25,10,24,4,5,1,0,0,0
44,1,74.82,1,29,4,3,2,0,0,1
49,1,80.3,3,4,4,2,1,0,0,1
135,2,92.28,7,15,4,2,2,3,0,1
40,0,76.92,6,21,4,1,0,0,0,0
254,1,98.25,10,13,4,2,0,0,0,0
30,0,98.1,5,25,4,1,0,3,0,0
32,1,96.33,8,20,4,1,0,3,0,1
109,1,103.5,7,7,4,2,0,3,0,1
75,0,65.0,12,9,2,1,0,0,0,1
8,1,130.0,2,9,4,4,0,0,3,1
39,1,138.06,4,24,4,3,2,0,3,0
66,0,120.6,8,31,4,4,0,3,0,1
21,0,156.0,5,3,4,3,0,0,3,0
16,0,95.0,4,20,2,1,0,0,0,1
41,0,85.0,3,16,3,3,0,0,0,1
149,0,130.5,8,12,4,2,1,0,0,0
65,0,137.7,6,26,4,2,2,0,0,0
19,2,99.0,9,12,4,0,1,0,0,1
9,0,169.0,7,23,4,1,0,0,0,0
132,0,102.28,7,21,4,4,2,0,0,0
171,1,104.39,7,20,4,10,4,0,0,0
19,1,139.0,9,23,4,2,1,0,0,1
5,0,92.0,3,2,4,1,0,0,0,1
10,0,112.1,12,5,4,1,2,0,0,1
88,1,71.0,10,7,2,2,0,0,0,1
139,0,72.25,6,19,3,2,2,3,0,1
52,0,77.76,11,5,4,1,1,0,0,1
92,1,149.4,5,19,4,1,0,0,3,1
4,1,0.0,12,16,1,2,0,0,0,1
72,2,127.65,10,20,4,4,2,0,3,1
119,1,97.75,7,13,3,3,0,1,0,1
0,0,111.67,10,15,4,1,2,3,0,1
163,0,84.15,8,23,4,5,0,3,0,0
71,0,133.5,6,10,4,7,2,0,0,0
159,0,70.0,4,9,3,1,1,0,0,1
101,1,105.3,7,25,4,1,1,0,0,0
116,0,105.3,4,15,4,2,0,0,3,0
36,1,137.4,3,25,4,2,1,0,3,0
13,0,81.7,1,20,4,8,2,0,0,1
30,1,170.63,9,18,2,3,2,0,4,0
44,0,108.45,6,19,4,2,2,0,0,0
0,1,0.0,12,10,1,1,0,0,5,1
0,2,158.0,9,23,4,2,0,0,0,1
1,0,95.0,3,9,4,1,0,0,0,1
18,0,123.5,9,7,4,3,1,0,0,1
10,2,146.0,5,6,4,2,1,0,3,1
39,2,96.3,11,13,4,2,1,0,0,1
162,1,118.8,7,27,4,1,0,0,3,0
48,1,73.95,3,7,4,3,1,0,0,0
4,0,59.5,3,15,3,5,0,3,0,1
268,1,96.25,8,6,4,1,1,0,1,1
71,0,183.5,10,22,3,1,1,1,3,1
12,2,101.0,4,17,4,1,2,0,0,1
75,0,131.4,7,1,4,2,1,0,3,0
75,0,82.45,3,30,4,4,0,0,0,0
0,1,79.0,2,12,4,2,1,3,0,1
25,1,79.9,12,13,4,4,0,0,0,1
19,1,83.55,9,2,3,4,0,0,4,1
164,1,94.5,8,4,4,2,0,3,0,1
249,0,89.75,10,14,3,6,2,0,0,1
3,2,130.0,10,13,4,1,0,0,0,1
30,1,125.1,7,27,4,1,0,3,0,1
25,1,149.0,10,5,4,2,0,0,0,1
140,0,114.33,7,18,4,3,1,0,3,1
8,0,63.4,12,16,4,2,0,3,0,1
4,1,65.0,11,21,2,2,1,0,0,1
127,0,99.45,5,6,4,3,2,0,0,1
98,2,109.65,5,3,4,4,0,3,0,1
14,1,151.0,8,15,4,1,1,0,0,1
7,0,159.0,4,9,4,4,2,0,3,0
232,1,105.25,7,12,4,4,0,0,1,0
91,0,152.1,8,6,4,1,2,0,3,1
89,1,68.0,7,6,4,4,1,0,0,0
151,1,82.45,7,11,3,1,1,0,3,0
4,1,93.0,1,26,4,1,0,0,0,1
32,0,131.4,4,1,4,2,1,0,3,0
9,0,81.0,1,16,4,11,4,0,0,1
142,1,76.5,8,13,4,5,2,0,0,1
82,0,130.5,6,29,4,3,0,0,0,0
28,1,121.03,6,26,4,1,2,3,0,1
18,1,89.0,8,30,4,3,2,0,0,0
0,0,138.67,10,1,4,3,0,0,0,1
282,2,83.3,12,29,4,3,1,0,0,0
63,2,137.7,7,28,4,1,0,0,3,1
47,2,132.6,4,29,4,2,2,0,3,1
106,2,139.95,7,11,4,3,1,0,3,1
75,1,130.5,6,16,4,3,0,0,0,1
2,0,80.6,1,3,4,0,2,0,0,1
30,1,74.8,12,5,4,3,1,3,0,1
98,2,109.65,5,29,4,2,2,3,0,1
129,1,80.75,4,11,4,3,1,3,0,1
17,2,105.0,8,27,4,3,2,0,0,1
148,0,96.9,8,21,3,1,2,0,0,1
101,1,165.6,12,8,4,3,0,0,5,1
78,0,105.61,12,26,4,3,1,0,3,0
13,1,101.0,4,8,4,1,0,0,0,1
63,1,167.45,4,10,4,4,2,0,5,0
44,0,135.4,5,27,2,2,2,0,4,0
54,0,65.0,10,5,2,0,1,0,0,1
220,1,137.7,8,31,4,2,0,0,3,0
61,1,145.4,9,8,4,3,0,0,3,1
131,0,132.3,10,17,4,1,1,0,3,0
141,0,107.95,7,6,4,4,1,0,0,1
17,0,85.0,10,3,3,2,1,0,0,1
96,0,84.6,11,16,4,3,0,0,0,1
14,1,83.0,3,3,4,3,2,3,0,1
14,0,109.0,6,8,4,1,0,3,0,1
34,0,159.3,3,25,4,2,0,0,3,0
144,0,123.3,10,25,4,5,0,0,3,0
119,0,103.7,4,28,4,4,2,0,3,0
35,0,110.16,9,5,4,3,1,0,0,1
12,1,136.0,4,11,4,2,1,0,3,1
101,2,109.83,8,20,4,1,2,0,1,1
128,1,103.5,8,9,4,5,0,3,0,1
225,3,70.55,12,27,4,5,0,3,0,1
2,2,135.0,9,12,4,0,1,3,0,1
5,0,1.6,12,22,1,5,0,0,1,1
126,1,139.88,12,30,4,2,0,0,3,0
65,1,96.2,12,30,4,4,1,0,0,1
56,0,140.4,5,27,4,2,1,0,3,0
137,1,118.8,8,19,4,2,0,0,0,1
22,1,138.0,8,1,4,0,1,0,0,1
57,1,123.3,9,1,4,3,0,0,3,0
51,0,159.3,5,17,4,3,0,0,3,0
102,0,110.34,12,26,4,3,1,0,1,0
12,1,152.0,4,29,4,3,2,0,3,1
50,1,135.9,9,8,4,3,1,0,0,0
58,0,85.5,1,27,3,2,0,0,0,1
99,0,62.37,4,2,4,4,2,0,0,1
0,1,129.0,5,14,4,1,0,3,0,1
27,0,83.0,9,22,3,2,0,1,0,1
1,0,75.0,9,15,2,2,0,0,0,1
171,1,76.08,12,31,3,2,2,0,0,1
3,0,156.0,8,29,4,1,0,0,5,1
8,0,133.0,9,24,4,1,0,0,0,1
28,0,88.0,12,22,4,3,0,3,0,0
5,1,109.0,6,26,4,0,1,0,0,1
104,2,82.45,4,2,4,4,2,0,0,0
34,0,65.0,3,4,3,3,2,0,0,1
81,0,75.0,12,4,3,2,2,0,0,1
169,2,167.45,7,5,4,4,0,0,5,0
0,2,139.0,8,31,4,2,0,3,0,1
38,1,99.9,6,20,4,3,1,0,0,1
115,0,86.0,2,27,3,2,2,0,0,1
6,0,116.0,11,6,4,2,0,0,0,1
109,4,105.21,7,6,4,4,2,0,0,1
10,0,78.63,11,17,4,3,1,3,0,1
54,0,94.0,11,6,2,3,2,0,3,1
7,1,126.0,9,19,4,2,2,0,0,1
4,0,68.0,7,16,3,2,2,0,0,0
137,0,107.95,7,6,4,4,1,0,0,1
20,1,208.0,12,31,4,1,1,0,5,1
0,0,216.0,8,15,4,0,1,0,0,0
22,0,85.0,7,5,3,2,0,0,0,1
32,0,148.28,10,10,4,3,1,0,3,0
22,1,107.03,9,25,4,0,2,0,0,1
49,2,72.25,6,17,3,3,2,3,0,1
11,1,155.5,8,18,4,3,1,0,3,0
62,0,60.0,11,19,3,3,0,0,3,1
56,0,88.4,12,26,4,3,1,3,0,0
54,0,125.1,8,26,4,1,0,3,0,0
10,0,91.0,2,13,4,2,2,0,0,1
201,1,103.5,8,9,4,2,0,3,0,0
61,2,89.25,10,28,4,2,0,0,0,1
66,1,108.0,10,16,4,2,2,3,0,0
2,2,90.0,8,8,4,2,2,0,0,1
22,3,139.0,9,15,4,3,0,3,0,1
83,0,80.75,5,2,3,3,1,0,0,1
10,1,143.1,9,15,4,1,0,0,0,0
1,0,79.5,7,26,2,2,0,0,0,1
63,3,62.32,2,4,4,3,1,0,3,1
12,0,128.06,3,30,4,15,6,0,3,0
69,0,69.99,10,25,4,3,0,0,0,0
16,3,132.33,6,13,4,2,1,0,0,1
23,0,105.0,9,4,4,1,0,0,0,1
0,0,86.0,1,1,4,1,0,3,0,1
22,1,297.0,8,5,4,1,0,1,5,1
16,0,83.5,3,8,4,4,0,3,0,0
79,1,149.1,4,28,4,3,0,0,3,1
60,0,71.4,9,12,4,2,2,0,0,1
3,0,80.0,8,28,3,0,1,0,0,1
2,1,67.0,4,20,2,1,0,0,0,1
75,1,140.4,5,3,4,2,0,0,3,0
2,1,65.0,12,14,2,2,0,0,0,1
39,1,71.1,3,11,4,2,0,3,0,0
73,2,79.2,11,12,4,1,0,3,0,1
127,1,96.9,7,14,3,3,0,0,0,1
15,0,117.67,4,12,4,3,0,3,0,0
86,1,102.1,5,11,4,5,2,0,3,1
1,2,133.0,6,28,4,1,0,0,0,1
72,1,82.45,3,8,4,4,0,0,3,0
91,1,106.92,10,7,4,1,0,0,0,0
24,1,139.0,8,2,4,4,0,3,0,1
72,0,78.15,3,19,4,1,0,0,1,0
31,0,118.5,6,20,3,1,1,0,0,1
68,1,74.61,11,18,4,2,2,0,3,1
24,2,154.0,10,28,4,2,0,0,3,1
10,1,89.89,12,3,4,2,2,0,0,1
86,1,32.5,5,20,3,2,1,0,0,1
59,1,60.35,10,31,4,2,1,3,0,1
47,1,97.82,10,16,4,3,2,0,3,1
88,1,150.3,8,19,4,1,0,0,3,1
0,1,0.0,1,19,1,1,0,0,0,1
71,0,120.15,11,6,4,0,2,3,0,1
14,0,90.1,12,6,4,5,2,0,0,1
146,2,146.7,7,8,4,1,0,0,3,1
80,1,80.3,3,3,4,3,0,0,0,1
60,0,126.0,12,8,4,3,0,0,3,0
49,0,60.0,11,9,3,4,1,0,3,1
8,2,128.5,6,20,4,3,1,0,0,1
45,0,0.0,11,24,1,3,1,0,0,1
185,1,114.75,8,2,4,6,2,0,0,0
2,1,110.5,12,24,4,2,2,0,4,1
112,0,132.6,6,1,4,4,0,0,3,0
205,2,126.9,9,5,4,2,1,0,0,0
47,0,116.1,5,22,4,0,2,3,0,1
119,0,82.45,7,4,3,5,3,0,3,1
48,1,140.4,5,10,4,5,0,0,3,1
68,2,117.0,4,24,4,0,2,0,0,1
1,0,120.0,11,23,4,1,0,0,0,1
117,2,123.3,10,28,4,2,2,0,3,1
7,1,114.0,10,22,4,1,0,3,0,1
7,1,66.22,2,15,4,3,1,0,0,0
121,1,112.5,7,7,4,2,0,3,0,1
158,1,90.95,6,30,4,3,1,0,0,1
0,0,0.0,8,25,1,7,2,0,0,1
6,1,65.0,6,8,2,1,0,0,0,1
203,0,85.5,10,24,4,5,2,3,0,0
152,1,94.5,7,27,4,2,0,3,0,1
5,0,1.0,3,8,4,2,0,1,0,1
40,0,60.0,11,7,3,1,2,0,3,1
18,1,126.0,10,9,4,1,0,0,0,1
116,0,85.0,2,28,3,1,2,0,0,1
1,1,159.0,9,15,4,1,0,3,0,1
64,1,93.6,11,22,4,3,0,0,0,0
29,0,87.0,3,2,3,4,1,0,0,1
162,0,60.0,9,17,3,3,0,0,0,1
106,0,79.0,11,6,2,4,2,0,0,0
2,1,175.0,9,11,4,0,1,0,0,1
82,1,88.01,6,30,4,3,1,0,0,1
45,1,86.55,2,27,4,1,0,0,0,1
11,1,129.0,9,25,4,1,2,3,0,1
0,0,65.0,10,27,2,2,0,0,0,1
59,2,137.7,4,21,4,1,0,0,3,1
34,1,6.5,2,28,1,0,2,0,0,1
117,0,55.0,3,12,3,1,2,0,0,1
22,0,199.0,12,29,4,5,0,0,5,1
102,2,130.5,7,9,4,1,0,0,0,1
2,0,0.0,10,9,4,2,2,0,0,1
8,1,151.0,7,2,4,1,0,0,0,0
4,0,149.0,5,28,4,1,0,3,0,1
32,2,140.0,10,6,4,3,1,0,3,1
2,0,90.09,11,1,4,3,2,0,3,1
24,1,107.0,10,8,4,3,0,0,0,1
73,1,82.45,3,29,4,4,0,0,0,1
156,1,93.08,7,2,4,2,2,0,0,0
14,1,152.67,6,28,4,3,0,0,3,0
44,1,117.9,6,28,4,5,1,0,0,1
29,1,73.73,3,7,4,3,1,0,3,1
11,2,96.0,12,11,4,2,1,0,0,1
5,2,66.0,2,4,3,1,0,0,0,1
12,1,65.0,6,14,2,2,0,0,0,1
35,1,76.05,3,25,3,2,1,0,0,1
0,0,59.94,11,16,4,4,0,3,0,1
2,2,130.0,8,17,4,1,0,0,0,1
35,1,109.0,10,28,4,2,0,3,0,0
180,1,0.0,5,2,4,1,1,0,0,1
14,1,109.0,3,13,4,2,2,0,0,1
3,1,135.0,10,16,4,2,2,3,0,1
11,1,89.0,1,29,4,2,1,0,0,1
8,0,259.0,9,24,4,1,1,0,5,0
39,1,81.0,2,26,4,1,0,3,0,1
41,0,85.6,6,28,3,1,0,0,0,1
54,0,60.0,11,18,3,4,0,0,3,1
0,1,76.5,3,17,3,1,0,1,0,1
161,2,108.8,10,2,4,3,2,0,0,0
70,2,119.85,5,11,4,5,2,0,0,1
239,0,96.3,10,23,4,1,2,0,0,0
34,0,111.6,9,7,4,1,0,0,3,1
42,0,65.0,9,15,2,3,0,0,0,1
32,1,130.0,11,11,4,2,0,0,0,1
0,2,147.0,6,22,4,1,0,0,3,1
9,0,144.33,3,26,4,1,2,0,0,0
3,0,95.0,11,21,4,0,1,3,0,0
84,0,50.33,3,5,3,4,2,0,0,1
5,0,91.0,3,2,0,1,0,0,0,1
58,2,191.9,7,27,4,3,0,0,6,1
34,2,79.8,3,25,4,2,2,0,1,1
84,0,131.4,8,15,4,3,1,0,3,1
3,2,195.0,10,9,4,0,1,0,4,1
70,0,146.7,7,31,4,0,1,0,3,0
59,1,109.8,8,31,4,4,0,0,0,1
10,2,161.0,9,24,4,1,0,0,0,1
36,0,133.2,6,9,4,2,0,0,3,0
302,1,74.6,8,2,4,8,2,0,1,1
79,0,105.0,4,30,3,3,2,1,0,1
1,1,77.03,12,5,4,5,3,3,0,1
71,0,85.0,7,6,3,3,0,0,0,1
62,2,167.79,4,24,4,3,2,0,5,1
50,1,74.61,11,17,4,3,1,0,3,1
149,1,65.45,11,16,4,4,0,0,0,1
43,2,146.33,10,20,4,3,0,0,0,1
0,1,0.0,12,9,1,1,0,0,0,1
206,0,102.85,10,6,4,5,2,0,0,0
4,0,115.0,9,15,3,2,0,0,0,1
122,2,153.0,5,12,4,3,0,0,3,1
75,0,75.0,12,3,3,1,1,0,0,1
17,0,97.0,3,17,4,3,1,3,0,0
7,1,0.0,10,10,4,0,0,0,6,1
2,3,130.0,10,27,4,2,0,3,0,1
42,4,121.33,11,11,4,2,1,0,0,1
51,0,90.0,11,3,4,3,1,0,0,0
52,1,73.2,11,6,4,2,1,0,0,1
27,1,120.12,6,22,4,2,0,0,3,1
191,0,94.5,8,22,4,2,1,3,0,0
37,2,94.18,11,25,4,4,1,0,0,1
51,1,151.2,10,2,4,0,2,0,3,1
7,0,79.0,11,16,2,0,1,0,0,1
3,0,95.0,9,12,3,2,1,0,0,1
69,3,140.4,5,7,4,1,2,0,3,1
59,0,75.0,11,12,3,1,2,0,0,1
9,0,96.0,12,9,4,3,0,0,0,1
10,0,109.0,3,17,4,3,0,0,0,0
49,1,79.63,3,4,4,2,1,0,0,1
42,0,103.84,4,21,4,3,1,0,0,1
0,0,65.0,3,21,2,1,1,0,0,1
26,0,139.0,9,15,4,2,0,3,0,0
0,1,130.9,8,10,4,3,0,0,0,1
7,0,153.0,8,17,4,1,1,3,5,1
80,1,76.5,7,3,4,2,1,0,0,0
197,2,137.7,8,27,4,3,2,1,3,0
73,0,105.9,4,28,4,3,0,3,0,1
8,0,109.25,10,28,4,4,0,3,0,1
15,0,100.73,5,30,4,3,1,0,0,1
17,2,196.0,7,23,4,1,0,0,3,1
16,0,93.0,11,16,4,1,0,0,0,1
16,0,75.0,3,11,2,1,0,0,0,1
64,1,168.3,9,16,4,2,0,0,3,1
3,2,149.0,9,15,4,2,0,3,0,1
129,0,131.75,7,25,4,4,1,1,0,0
154,3,126.9,9,8,4,3,0,0,0,1
60,1,127.8,10,11,4,1,0,0,0,1
3,0,67.5,12,22,4,7,2,0,0,1
185,2,85.0,3,27,4,1,2,0,0,1
18,1,93.84,11,11,4,3,2,0,0,1
185,0,61.0,8,28,4,4,2,3,0,0
33,1,125.1,9,9,4,2,1,3,0,1
